Sourcefile	20230123 155844 Faraday Airdemo Scan Analog.qmp
Exporttime	23.01.2023 16:33:02

Start Time	23.01.2023 16:32:11
End Time	23.01.2023 16:32:48


Task Name	Scan
First Mass	0,00
Scan Width	50,00

Start Time	23.01.2023 16:32:11

Mass [amu]	Ion Current [A]
30,81	-1,420529e-013
30,84	-1,448464e-013
30,88	-1,463286e-013
30,91	-1,453597e-013
30,94	-1,425456e-013
30,97	-1,377936e-013
31,00	-1,308127e-013
31,03	-1,228029e-013
31,06	-1,158901e-013
31,09	-1,110667e-013
31,13	-1,066774e-013
31,16	-9,957927e-014
31,19	-8,805861e-014
31,22	-7,190065e-014
31,25	-4,952006e-014
31,28	-1,668328e-014
31,31	3,242432e-014
31,34	1,044861e-013
31,38	2,137338e-013
31,41	4,282218e-013
31,44	1,045252e-012
31,47	2,989139e-012
31,50	8,200302e-012
31,53	1,921787e-011
31,56	3,754300e-011
31,59	6,206057e-011
31,63	8,926791e-011
31,66	1,151706e-010
31,69	1,371406e-010
31,72	1,544338e-010
31,75	1,674936e-010
31,78	1,770751e-010
31,81	1,838335e-010
31,84	1,882879e-010
31,88	1,908804e-010
31,91	1,919796e-010
31,94	1,918683e-010
31,97	1,907543e-010
32,00	1,887266e-010
32,03	1,857529e-010
32,06	1,818512e-010
32,09	1,771347e-010
32,13	1,714588e-010
32,16	1,642000e-010
32,19	1,549754e-010
32,22	1,448057e-010
32,25	1,357507e-010
32,28	1,287985e-010
32,31	1,227862e-010
32,34	1,157092e-010
32,38	1,063481e-010
32,41	9,447813e-011
32,44	8,019906e-011
32,47	6,359958e-011
32,50	4,541782e-011
32,53	2,794271e-011
32,56	1,423487e-011
32,59	5,846557e-012
32,63	1,907380e-012
32,66	4,787444e-013
32,69	6,890562e-014
32,72	-2,677338e-014
32,75	-4,312729e-014
32,78	-4,147099e-014
32,81	-3,710623e-014
32,84	-3,339239e-014
32,88	-2,995858e-014
32,91	-2,614968e-014
32,94	-2,225815e-014
32,97	-2,016367e-014
