Sourcefile	20230123 155844 Faraday Airdemo Scan Analog.qmp
Exporttime	23.01.2023 16:16:53

Start Time	23.01.2023 16:15:49
End Time	23.01.2023 16:16:36


Task Name	Scan
First Mass	0,00
Scan Width	50,00

Start Time	23.01.2023 16:15:49

Mass [amu]	Ion Current [A]
30,44	-1,209807e-013
30,47	-1,226799e-013
30,50	-1,240712e-013
30,53	-1,283065e-013
30,56	-1,344681e-013
30,59	-1,387153e-013
30,63	-1,392163e-013
30,66	-1,378364e-013
30,69	-1,366548e-013
30,72	-1,348356e-013
30,75	-1,312450e-013
30,78	-1,282205e-013
30,81	-1,288171e-013
30,84	-1,318046e-013
30,88	-1,332649e-013
30,91	-1,320229e-013
30,94	-1,305187e-013
30,97	-1,307425e-013
31,00	-1,318737e-013
31,03	-1,328695e-013
31,06	-1,345988e-013
31,09	-1,372103e-013
31,13	-1,385067e-013
31,16	-1,371527e-013
31,19	-1,347744e-013
31,22	-1,336965e-013
31,25	-1,344079e-013
31,28	-1,357651e-013
31,31	-1,368280e-013
31,34	-1,374652e-013
31,38	-1,365772e-013
31,41	-1,320806e-013
31,44	-1,247187e-013
31,47	-1,185397e-013
31,50	-1,153441e-013
31,53	-1,122148e-013
31,56	-1,057547e-013
31,59	-9,501715e-014
31,63	-8,053366e-014
31,66	-6,369571e-014
31,69	-4,567558e-014
31,72	-2,608529e-014
31,75	-5,296971e-015
31,78	1,312152e-014
31,81	2,564252e-014
31,84	3,249757e-014
31,88	3,515138e-014
31,91	3,270295e-014
31,94	2,466288e-014
